Gene,AJ2,AJ3,AJ4,AN2,AN3,AN4
Spis23053,1,1,2,5,0,0
Spis23054,9,1,9,4,5,2
Spis23055,12,12,20,14,6,12
Spis23056,6,1,11,10,3,5
Spis23057,7,5,17,17,8,11
Spis23058,16,15,38,38,8,24
Spis23059,8,1,4,0,1,1
Spis23060,36,17,59,57,31,19
Spis23061,0,0,0,1,0,0
Spis23062,1,0,0,0,0,0
Spis23063,3,3,10,9,5,1
Spis23064,9,10,20,9,12,12
Spis23065,0,0,0,1,0,0
Spis23066,412,348,892,380,286,440
Spis23067,0,0,0,0,0,0
Spis23068,0,1,2,0,0,0
Spis23069,35,23,125,64,23,34
Spis23070,69,36,170,85,38,49
Spis23071,4,5,27,4,2,11
Spis23072,2,2,3,6,2,4
Spis23073,0,0,0,0,0,0
Spis23074,0,0,0,0,0,0
Spis23075,0,1,0,0,0,0
Spis23076,0,0,3,1,1,2
Spis23077,9,3,26,5,10,6
Spis23078,145,50,426,160,78,140
Spis23079,0,1,4,0,2,1
Spis23080,0,0,0,0,0,0
Spis23081,78,49,154,74,47,49
Spis23082,1,0,1,2,3,0
Spis23083,1,3,3,1,2,1
Spis23084,0,0,2,6,0,1
Spis23085,36,39,62,57,31,26
Spis23086,0,0,0,0,0,0
Spis23087,81,77,285,131,78,93
Spis23088,1,3,5,1,0,0
Spis23089,0,0,0,0,0,1
Spis23090,0,0,1,2,1,0
Spis23091,4,3,11,5,1,4
Spis23092,0,0,0,1,0,0
Spis23093,40,22,74,36,16,22
Spis23094,11,5,12,9,5,6
Spis23095,0,0,0,0,0,0
Spis23096,104,69,172,162,95,90
Spis23097,0,0,0,0,0,0
Spis23098,0,1,1,0,0,1
Spis23099,3,1,8,4,3,2
Spis23100,1,0,0,1,0,0
Spis23101,0,0,0,0,0,0
Spis23102,77,17,135,94,50,39
Spis23103,6,3,5,2,4,3
Spis23104,16,7,10,12,10,4
Spis23105,21,2,41,32,12,14
Spis23106,0,0,0,0,0,0
Spis23107,19,14,77,23,14,23
Spis23108,44,20,76,40,19,35
Spis23109,97,61,274,149,80,100
Spis23110,0,0,1,2,2,0
Spis23111,0,0,0,0,0,0
Spis23112,0,5,78,7,6,20
Spis23113,16,16,64,31,16,20
Spis23114,1,0,3,1,1,4
Spis23115,8,5,9,17,4,4
Spis23116,0,1,3,4,1,0
Spis23117,3,2,0,3,1,1
Spis23118,1,2,9,3,2,5
Spis23119,21,16,47,23,8,11
Spis23120,32,10,112,40,19,34
Spis23121,8,10,29,10,7,11
Spis23122,3,1,1,0,0,1
Spis23123,5,6,1,12,7,2
Spis23124,18,9,32,17,12,17
Spis23125,2,3,8,2,1,1
Spis23126,234,98,497,260,96,168
Spis23127,64,18,125,84,45,39
Spis23128,10,7,36,23,15,11
Spis23129,0,1,0,1,1,2
Spis23130,13,11,15,37,12,5
Spis23131,1,0,0,0,0,0
Spis23132,0,0,2,1,0,0
Spis23133,158,75,352,162,104,151
Spis23134,93,70,210,111,65,92
Spis23135,0,0,0,0,0,0
Spis23136,144,31,172,81,53,77
Spis23137,56,39,114,69,26,63
Spis23138,13,5,48,14,15,14
Spis23139,16,13,33,16,6,13
Spis23140,2,4,4,3,3,0
Spis23141,1,0,4,2,4,3
Spis23142,4,2,7,3,2,0
Spis23143,0,2,0,0,0,1
Spis23144,2,0,4,5,3,3
Spis23145,1,1,1,2,1,2
Spis23146,1,5,12,14,4,7
Spis23147,4,3,16,4,8,3
Spis23148,0,0,0,2,1,0
Spis23149,108,47,187,87,81,69
Spis23150,5,1,7,7,1,0
Spis23151,0,0,0,0,0,0
Spis23152,1,0,0,1,1,0
Spis23153,2,2,13,6,2,3
Spis23154,106,53,207,134,87,109
Spis23155,390,215,907,479,280,367
Spis23156,11,10,40,19,11,21
Spis23157,3,3,1,4,2,3
Spis23158,0,0,0,0,0,0
Spis23159,1,0,1,0,2,1
Spis23160,0,0,0,0,0,1
Spis23161,5,3,5,6,1,2
Spis23162,5,7,15,27,9,11
Spis23163,29,23,479,54,43,105
Spis23164,47,44,123,55,35,26
Spis23165,24,13,44,28,16,23
Spis23166,2,2,2,2,4,2
Spis23167,4,1,4,4,6,0
Spis23168,1,1,0,1,1,0
Spis23169,82,62,179,102,53,79
Spis23170,162,85,110,101,34,56
Spis23171,53,14,152,61,29,44
Spis23172,8,2,12,5,8,7
Spis23173,288,150,657,419,282,239
Spis23174,1,1,2,3,1,2
Spis23175,14,5,52,20,12,16
Spis23176,48,20,193,67,30,44
Spis23177,32,29,128,64,35,44
Spis23178,836,453,1857,974,628,627
Spis23179,203,121,485,312,133,211
Spis23180,71,42,142,127,60,60
Spis23181,3,2,3,2,0,1
Spis23182,3,4,10,13,4,2
Spis23183,34,22,64,37,20,20
Spis23184,0,0,2,1,1,1
Spis23185,0,0,0,0,0,1
Spis23186,1,1,4,2,2,0
Spis23187,49,26,91,73,48,45
Spis23188,103,72,211,134,113,117
Spis23189,25,11,39,11,10,23
Spis23190,1,1,1,0,1,2
Spis23191,4,0,4,0,1,4
Spis23192,8,6,27,19,9,11
Spis23193,0,0,0,0,0,0
Spis23194,211,66,310,222,106,101
Spis23195,7,8,30,19,4,6
Spis23196,1,1,0,1,0,0
Spis23197,99,35,239,61,22,64
Spis23198,5,2,4,4,2,2
Spis23199,95,75,271,127,74,104
Spis23200,698,137,775,368,256,260
Spis23201,0,1,0,0,0,0
Spis23202,0,0,1,0,0,0
Spis23203,1,0,0,0,1,0
Spis23204,28,17,81,38,25,23
Spis23205,30,11,83,39,12,31
Spis23206,0,1,9,7,4,3
Spis23207,17,7,54,22,14,19
Spis23208,0,0,0,0,0,0
Spis23209,0,0,1,1,3,0
Spis23210,0,0,0,0,0,0
Spis23211,21,13,107,18,10,16
Spis23212,10,4,74,23,12,12
Spis23213,0,0,0,0,0,0
Spis23214,14,7,29,15,13,1
Spis23215,0,0,2,1,1,2
Spis23216,4,1,0,8,3,0
Spis23217,68,48,158,71,46,47
Spis23218,359,113,544,252,218,211
Spis23219,0,3,2,2,5,0
Spis23220,0,0,3,1,2,0
Spis23221,7,1,21,8,4,4
Spis23222,45,24,65,37,20,15
Spis23223,11,11,12,13,14,5
Spis23224,2,2,6,6,6,5
Spis23225,0,0,0,0,0,0
Spis23226,13,5,23,10,15,6
Spis23227,0,1,0,1,0,0
Spis23228,16,6,26,14,5,13
Spis23229,2,1,2,2,1,0
Spis23230,24,33,98,45,34,43
Spis23231,3,1,3,0,4,2
Spis23232,212,167,595,262,165,216
Spis23233,1,0,1,2,0,1
Spis23234,6,7,23,17,6,4
Spis23235,88,54,152,88,59,65
Spis23236,5,5,18,2,3,1
Spis23237,13,3,8,11,6,2
Spis23238,26,10,36,34,28,24
Spis23239,91,52,120,81,57,71
Spis23240,5,4,16,17,12,14
Spis23241,17,12,59,19,11,14
Spis23242,0,0,0,0,0,1
Spis23243,47,31,159,77,44,69
Spis23244,68,42,127,66,45,60
Spis23245,131,50,290,171,99,106
Spis23246,7,0,14,6,3,6
Spis23247,2,3,7,2,2,2
Spis23248,0,0,0,0,0,0
Spis23249,55,34,98,69,51,30
Spis23250,35,27,78,39,24,23
Spis23251,153,84,417,165,86,171
Spis23252,1,0,0,0,0,0
Spis23253,0,0,0,2,1,0
Spis23254,7,4,12,11,6,7
Spis23255,377,207,779,442,365,270
Spis23256,25,16,61,29,20,40
Spis23257,9,4,15,13,4,14
Spis23258,1,0,4,0,0,0
Spis23259,0,1,0,0,0,0
Spis23260,10,5,28,5,8,15
Spis23261,0,11,92,0,8,28
Spis23262,43,21,98,45,28,25
Spis23263,7,7,14,3,1,2
Spis23264,29,26,86,46,40,38
Spis23265,2,4,1,8,9,0
Spis23266,18,7,53,33,10,11
Spis23267,20,14,32,22,16,13
Spis23268,48,29,99,73,52,54
Spis23269,0,0,0,0,0,0
Spis23270,18,20,41,17,7,11
Spis23271,95,60,194,73,51,80
Spis23272,18,14,53,11,7,8
Spis23273,54,13,107,57,15,34
Spis23274,1,0,0,0,0,0
Spis23275,0,0,0,0,0,0
Spis23276,0,0,0,0,0,0
Spis23277,0,0,0,0,0,0
Spis23278,0,0,0,1,0,0
Spis23279,0,1,1,0,1,0
Spis23280,5,11,28,30,12,17
Spis23281,14,6,11,8,15,3
Spis23282,13,8,35,12,12,9
Spis23283,2,0,3,1,0,0
Spis23284,7,4,31,7,3,11
Spis23285,0,0,0,0,0,0
Spis23286,28,27,158,34,22,43
Spis23287,32,25,85,45,29,29
Spis23288,5,0,3,7,3,4
Spis23289,0,1,2,0,0,0
Spis23290,5,9,34,6,7,10
Spis23291,359,282,672,430,270,315
Spis23292,425,302,1120,551,329,438
Spis23293,4,1,2,2,1,3
Spis23294,7,7,25,15,8,11
Spis23295,131,36,235,69,30,66
Spis23296,67,36,134,56,29,50
Spis23297,0,0,2,3,2,1
Spis23298,22,18,48,28,13,22
Spis23299,10,2,12,14,11,10
Spis23300,32,13,108,40,18,29
Spis23301,0,0,0,0,0,0
Spis23302,5,4,5,2,1,4
Spis23303,2,2,0,3,0,1
Spis23304,3,6,29,37,12,23
Spis23305,0,0,2,0,1,0
Spis23306,14,13,24,12,2,7
Spis23307,3,1,3,4,3,3
Spis23308,0,1,8,5,3,1
Spis23309,1,0,0,0,0,2
Spis23310,133,76,354,150,100,135
Spis23311,204,115,525,260,119,169
Spis23312,60,39,226,98,34,36
Spis23313,7,1,6,2,4,3
Spis23314,8,1,9,2,4,5
Spis23315,7,1,7,2,3,4
Spis23316,8,4,13,17,11,5
Spis23317,0,0,0,0,0,0
Spis23318,42,31,94,47,32,33
Spis23319,4,5,20,6,4,6
Spis23320,23,8,32,16,9,9
Spis23321,2,0,4,2,0,0
Spis23322,0,0,0,0,0,0
Spis23323,4,7,6,2,6,4
Spis23324,0,0,0,0,0,0
Spis23325,2,0,2,0,0,3
Spis23326,2,0,1,0,0,0
Spis23327,0,0,0,0,0,0
Spis23328,0,0,0,1,0,0
Spis23329,10,5,24,19,2,7
Spis23330,0,0,2,4,1,1
Spis23331,15,4,17,8,5,7
Spis23332,0,0,2,1,0,0
Spis23333,0,1,1,0,2,0
Spis23334,0,0,0,0,0,0
Spis23335,1,0,1,1,0,0
Spis23336,0,0,2,0,3,0
Spis23337,21,17,51,36,13,11
Spis23338,0,0,0,1,0,0
Spis23339,0,0,0,1,0,0
Spis23340,9,5,19,4,6,3
Spis23341,2,1,0,1,1,1
Spis23342,0,0,1,0,1,0
Spis23343,11,12,25,26,16,8
Spis23344,0,1,1,1,2,2
Spis23345,0,0,5,3,2,0
Spis23346,4,6,11,15,6,3
Spis23347,2,0,2,0,1,1
Spis23348,2,1,0,3,4,1
Spis23349,23,12,48,26,12,16
Spis23350,4,1,7,4,3,4
Spis23351,23,15,61,30,17,23
Spis23352,3,0,13,8,4,10
Spis23353,27,6,57,46,17,23
Spis23354,23,13,44,31,23,7
Spis23355,38,13,69,44,23,25
Spis23356,9,6,14,2,4,10
Spis23357,59,31,88,45,22,33
Spis23358,10,11,32,25,15,6
Spis23359,50,34,71,32,21,34
Spis23360,0,0,0,0,0,0
Spis23361,9,3,18,11,8,11
Spis23362,0,0,0,0,0,0
Spis23363,107,82,236,110,74,101
Spis23364,22,18,46,35,12,20
Spis23365,24,15,93,51,31,34
Spis23366,22,6,57,18,10,21
Spis23367,17,8,18,28,9,20
Spis23368,4,2,11,5,3,5
Spis23369,0,0,3,2,0,0
Spis23370,10,4,16,6,8,4
Spis23371,9,5,28,8,6,7
Spis23372,183,80,548,216,147,166
Spis23373,253,68,426,194,109,151
Spis23374,15,2,21,5,5,11
Spis23375,118,73,270,154,65,93
Spis23376,0,1,1,0,1,0
Spis23377,66,29,107,52,35,43
Spis23378,18,14,58,43,23,21
Spis23379,0,0,0,1,0,1
Spis23380,133,80,293,190,101,120
Spis23381,66,29,101,41,26,54
Spis23382,118,65,228,192,113,91
Spis23383,158,57,351,232,142,150
Spis23384,52,20,94,65,44,40
Spis23385,0,1,3,0,0,0
Spis23386,1,0,0,1,0,0
Spis23387,1,2,3,5,1,2
Spis23388,1,0,0,3,1,0
Spis23389,114,46,179,131,57,65
Spis23390,7,12,34,18,10,10
Spis23391,0,0,0,0,0,0
Spis23392,0,0,0,0,0,0
Spis23393,21,18,74,59,19,51
Spis23394,17,5,21,7,12,8
Spis23395,5,6,14,7,5,2
Spis23396,37,20,80,52,31,30
Spis23397,1,0,0,0,4,0
Spis23398,75,45,240,147,70,89
Spis23399,0,0,0,0,2,0
Spis23400,2,1,7,5,3,6
Spis23401,72,43,203,94,64,102
Spis23402,47,26,100,71,37,31
Spis23403,19,14,24,24,8,15
Spis23404,10,6,19,10,3,10
Spis23405,11,1,26,7,2,7
Spis23406,27,1,55,13,1,14
Spis23407,0,0,1,0,0,0
Spis23408,0,0,0,0,0,0
Spis23409,11,1,19,9,7,13
Spis23410,0,0,0,0,0,0
Spis23411,4,8,21,5,13,9
Spis23412,0,0,0,0,0,0
Spis23413,11,11,36,20,21,18
Spis23414,13,12,29,21,13,19
Spis23415,0,0,0,0,0,0
Spis23416,7,9,51,20,11,18
Spis23417,11,1,8,3,4,3
Spis23418,25,7,58,18,6,15
Spis23419,3,6,14,11,3,4
Spis23420,3,5,5,3,1,1
Spis23421,21,14,50,25,12,13
Spis23422,4,21,8,9,3,5
Spis23423,8,3,7,8,3,9
Spis23424,0,0,0,0,0,0
Spis23425,2,2,3,1,3,0
Spis23426,3,3,10,3,6,5
Spis23427,550,383,1115,731,436,501
Spis23428,4,1,14,1,4,4
Spis23429,0,0,0,0,0,0
Spis23430,87,69,208,71,55,92
Spis23431,0,0,0,1,0,0
Spis23432,0,1,1,2,1,0
Spis23433,15,21,30,26,14,13
Spis23434,3,2,10,4,6,3
Spis23435,6,5,6,8,5,3
Spis23436,4,7,15,6,11,7
Spis23437,11,7,14,15,12,7
Spis23438,39,33,109,42,26,54
Spis23439,143,106,398,130,86,181
Spis23440,1,2,5,4,2,1
Spis23441,4,0,3,1,0,0
Spis23442,2,4,2,2,0,2
Spis23443,1,1,0,1,0,0
Spis23444,3,2,2,3,2,4
Spis23445,2,0,0,0,0,1
Spis23446,0,0,1,2,0,1
Spis23447,0,0,1,1,0,0
Spis23448,4,12,29,18,7,15
Spis23449,0,0,0,0,0,1
Spis23450,0,0,1,0,0,0
Spis23451,0,0,0,0,1,0
Spis23452,0,0,1,0,0,0
Spis23453,1,0,4,1,2,0
Spis23454,4,0,9,4,2,2
Spis23455,43,14,45,2,0,5
Spis23456,2,4,21,9,3,3
Spis23457,1,0,2,0,0,4
Spis23458,14,1,3,0,1,0
Spis23459,0,0,0,0,0,0
Spis23460,0,2,10,7,4,1
Spis23461,0,0,3,0,0,2
Spis23462,22,12,19,33,16,11
Spis23463,16,17,27,15,17,8
Spis23464,3,0,4,2,4,1
Spis23465,8,9,46,19,9,14
Spis23466,2,1,2,3,0,2
Spis23467,1332,752,3147,1565,890,1098
Spis23468,0,0,0,0,0,0
Spis23469,16,13,33,25,10,9
Spis23470,50,39,67,58,42,25
Spis23471,0,0,0,0,1,0
Spis23472,0,0,0,0,0,0
Spis23473,0,0,0,0,0,0
Spis23474,1,0,2,0,0,0
Spis23475,0,0,0,0,0,0
Spis23476,5,3,10,7,2,5
Spis23477,0,0,0,0,0,0
Spis23478,0,0,0,0,0,0
Spis23479,17,10,45,12,12,16
Spis23480,130,69,363,128,79,124
Spis23481,50,31,178,50,46,86
Spis23482,26,14,91,29,18,32
Spis23483,1,1,0,2,3,0
Spis23484,13,8,45,26,10,6
Spis23485,2,0,7,7,1,2
Spis23486,0,0,4,0,0,2
Spis23487,4,7,97,4,9,15
Spis23488,14,16,37,15,9,14
Spis23489,10,2,15,9,10,16
Spis23490,55,36,211,78,50,83
Spis23491,173,121,513,271,153,188
Spis23492,0,0,5,1,3,0
Spis23493,0,0,1,2,0,0
Spis23494,8,4,17,9,5,8
Spis23495,0,0,0,0,0,0
Spis23496,0,0,0,0,0,0
Spis23497,12,7,17,9,2,7
Spis23498,13,7,17,18,7,8
Spis23499,0,0,0,1,0,1
Spis23500,3,3,20,8,3,4
Spis23501,13,11,54,24,17,26
Spis23502,4,5,11,14,0,5
Spis23503,0,0,0,0,0,0
Spis23504,4,2,14,7,5,4
Spis23505,2,1,4,0,2,2
Spis23506,0,0,0,0,0,0
Spis23507,7,3,16,8,7,6
Spis23508,3,2,8,3,1,1
Spis23509,154,102,395,209,121,170
Spis23510,132,71,230,145,78,94
Spis23511,16,14,29,15,7,10
Spis23512,0,0,0,0,0,0
Spis23513,12,8,16,9,7,8
Spis23514,9,3,23,27,17,19
Spis23515,0,0,0,0,0,0
Spis23516,1,0,7,2,0,2
Spis23517,21,13,58,34,18,23
Spis23518,26,21,79,48,26,32
Spis23519,6,4,32,22,4,8
Spis23520,0,0,0,0,0,0
Spis23521,40,28,151,53,31,39
Spis23522,26,21,53,20,16,21
Spis23523,23,5,49,29,4,9
Spis23524,12,11,210,20,19,76
Spis23525,23,13,39,31,22,15
Spis23526,1,1,2,2,0,1
Spis23527,2,2,9,8,9,3
Spis23528,12,9,47,25,6,14
Spis23529,0,0,0,0,0,0
Spis23530,69,25,86,58,27,38
Spis23531,94,67,89,159,78,45
Spis23532,0,0,0,2,0,0
Spis23533,0,0,0,0,0,0
Spis23534,12,15,44,26,9,33
Spis23535,12,23,422,16,53,108
Spis23536.t2,226,109,652,249,120,225
Spis23537,5,7,39,26,12,16
Spis23538,3,1,8,2,0,2
Spis23539,1,1,3,3,2,4
Spis23540,16,12,47,26,10,8
Spis23541,204,101,390,220,113,143
Spis23542,10,2,23,13,11,4
Spis23543,35,25,77,38,10,41
Spis23544,32,18,59,28,14,14
Spis23545,0,0,0,0,1,0
Spis23546,1,0,2,0,0,0
Spis23547,0,0,1,0,0,0
Spis23548,7,2,38,4,6,12
Spis23549,81,48,165,90,43,37
Spis23550,40,21,86,47,22,30
Spis23551,1,2,5,3,1,2
Spis23552,23,14,34,19,7,9
Spis23553,0,1,0,1,0,0
Spis23554,1,0,2,0,0,1
Spis23555,22,3,34,13,13,8
Spis23556,8,3,25,17,4,9
Spis23557,1,1,4,1,2,3
Spis23558,132,106,323,201,115,152
Spis23559,20,19,66,40,21,27
Spis23560,0,0,0,0,0,0
Spis23561,0,1,0,0,0,0
Spis23562,1,0,0,0,0,0
Spis23563,10,12,46,12,10,11
Spis23564,127,71,236,97,84,122
Spis23565,13,2,10,7,4,4
Spis23566,0,0,0,0,0,0
Spis23567,0,0,0,0,0,0
Spis23568,21,17,88,49,14,25
Spis23569,113,151,713,223,143,264
Spis23570,0,1,0,0,0,0
Spis23571,88,57,209,85,44,55
Spis23572,0,1,1,4,3,1
Spis23573,1,0,8,2,1,2
Spis23574,70,31,150,89,45,55
Spis23575,96,46,262,115,63,81
Spis23576,78,50,233,132,54,74
Spis23577,4,5,12,9,3,6
Spis23578,0,0,2,1,0,1
Spis23579,1,2,1,5,2,5
Spis23580,0,0,0,2,1,0
Spis23581,12,11,27,9,7,7
Spis23582,0,0,1,2,3,0
Spis23583,6,3,29,11,6,2
Spis23584,0,0,0,0,0,0
Spis23585,0,0,0,0,0,0
Spis23586,0,0,0,0,0,0
Spis23587,16,14,20,13,4,10
Spis23588,192,104,417,205,102,108
Spis23589,44,27,137,72,41,41
Spis23590,62,33,116,40,23,46
Spis23591,28,14,67,29,27,22
Spis23592,4,4,49,21,15,17
Spis23593,131,74,312,115,84,124
Spis23594,11,10,39,17,6,11
Spis23595,19,14,43,36,17,24
Spis23596,215,160,465,273,123,153
Spis23597,71,41,218,104,54,61
Spis23598,24,15,31,30,13,16
Spis23599,4,3,34,1,3,17
Spis23600,66,49,82,58,36,48
Spis23601,0,0,0,0,0,0
Spis23602,3,1,8,8,2,1
Spis23603,137,73,273,160,98,133
Spis23604,3,0,7,13,1,2
Spis23605,76,30,200,56,43,54
Spis23606,101,31,271,82,68,90
Spis23607,0,0,2,1,0,1
Spis23608,9,4,14,12,5,5
Spis23609,0,0,0,0,0,0
Spis23610,0,0,0,0,0,0
Spis23611,0,0,0,0,0,0
Spis23612,0,0,0,0,0,0
Spis23613,0,0,0,0,0,0
Spis23614,0,0,0,0,0,0
Spis23615,30,21,82,33,15,32
Spis23616,1,1,4,2,0,1
Spis23617,11,7,28,12,9,8
Spis23618,4,3,19,6,3,5
Spis23619,0,0,1,1,0,0
Spis23620,435,380,984,450,208,250
Spis23621,1,0,1,3,4,0
Spis23622,7,4,11,4,4,2
Spis23623,8,7,55,8,7,10
Spis23624,84,63,235,76,53,98
Spis23625,12,7,75,17,7,27
Spis23626,4,4,4,0,0,4
Spis23627,3,2,10,3,2,4
Spis23628,1,0,1,0,0,0
Spis23629,24,10,20,12,7,16
Spis23630,3,0,0,0,1,2
Spis23631,13,6,29,16,2,11
Spis23632,63,25,97,69,37,31
Spis23633,93,26,137,125,61,49
Spis23634,293,173,729,355,172,248
Spis23635,23,17,48,30,18,21
Spis23636,0,0,0,0,0,0
Spis23637,8,8,20,11,9,13
Spis23638,0,0,0,0,0,0
Spis23639,0,0,0,0,1,0
Spis23640,308,158,726,417,253,253
Spis23641,0,1,1,0,0,0
Spis23642,0,0,0,0,1,0
Spis23643,14,1,44,16,11,8
Spis23644,2,1,7,4,1,3
Spis23645,18,21,38,13,11,18
Spis23646,96,48,308,123,62,86
Spis23647,10,1,14,20,12,10
Spis23648,72,37,218,111,56,67
Spis23649,3,0,1,2,0,2
Spis23650,4,1,4,2,0,1
Spis23651,104,35,194,117,67,75
Spis23652,3,1,8,5,3,3
Spis23653,0,0,0,0,0,0
Spis23654,0,0,0,1,0,1
Spis23655,2,0,0,0,0,0
Spis23656,47,20,124,39,26,34
Spis23657,0,1,1,1,0,1
Spis23658,1,1,2,5,0,1
Spis23659,0,0,0,0,0,0
Spis23660,2,1,2,4,1,1
Spis23661,5,3,8,14,8,3
Spis23662,1,1,3,5,2,1
Spis23663,1,2,9,2,1,3
Spis23664,0,1,6,4,3,2
Spis23665,9,9,23,15,5,9
Spis23666,0,0,1,0,1,0
Spis23667,0,0,0,0,1,0
Spis23668,57,42,115,61,37,50
Spis23669,2,1,2,2,1,0
Spis23670,10,10,17,18,11,9
Spis23671,13,14,74,35,26,36
Spis23672,3,1,0,1,0,0
Spis23673,0,0,0,0,0,0
Spis23674,16,6,22,27,13,11
Spis23675,2,2,7,1,2,4
Spis23676,18,16,20,22,17,10
Spis23677,33,16,66,36,29,45
Spis23678,0,1,1,1,0,1
Spis23679,0,1,6,3,2,0
Spis23680,0,0,3,3,2,2
Spis23681,1,3,8,8,4,4
Spis23682,12,7,20,16,10,4
Spis23683,16,6,51,26,14,12
Spis23684,46,47,138,52,39,51
Spis23685,17,15,92,236,145,186
Spis23686,3,8,25,16,13,14
Spis23687,11,6,19,3,5,11
Spis23688,0,0,0,0,0,1
Spis23689,7,1,11,6,8,7
Spis23690,0,0,0,0,0,0
Spis23691,1,1,4,4,4,0
Spis23692,12,9,21,14,12,9
Spis23693,37,15,91,49,18,30
Spis23694,3,3,10,2,3,0
Spis23695,54,21,57,25,38,35
Spis23696,0,0,0,0,0,0
Spis23697,0,0,0,0,0,0
Spis23698,100,51,137,107,58,57
Spis23699,182,122,304,179,118,100
Spis23700,21,26,107,54,34,37
Spis23701,51,22,133,51,32,42
Spis23702,2,1,6,1,1,3
Spis23703,51,49,152,23,18,44
Spis23704.t1,123,85,391,154,77,126
Spis23705,6,0,22,6,2,9
Spis23706,0,0,1,1,0,0
Spis23707,1,5,10,2,1,5
Spis23708,279,185,724,331,261,365
Spis23709,463,304,987,542,339,464
Spis23710,0,0,0,1,0,0
Spis23711,1,1,1,3,1,6
Spis23712,0,1,4,3,2,0
Spis23713,0,0,0,0,0,0
Spis23714,0,0,0,0,0,0
Spis23715,0,0,0,0,0,0
Spis23716,0,0,0,0,0,0
Spis23717,0,0,0,0,0,0
Spis23718,67,22,74,66,34,30
Spis23719,38,42,147,50,26,69
Spis23720,11,9,22,24,13,10
Spis23721,34,10,43,23,20,16
Spis23722,5,0,2,1,0,2
Spis23723,1,0,0,1,0,0
Spis23724,10,7,90,20,5,17
Spis23725,20,7,49,23,13,16
Spis23726,57,41,186,85,47,71
Spis23727,8,3,19,14,19,9
Spis23728,19,12,51,33,17,12
Spis23729,47,28,128,77,57,24
Spis23730,44,26,143,68,35,29
Spis23731,0,0,1,0,0,0
Spis23732,0,0,0,0,0,0
Spis23733,75,48,222,108,52,84
Spis23734,75,53,174,66,61,66
Spis23735,13,12,24,11,6,13
Spis23736,14,12,42,25,11,18
Spis23737,0,0,0,2,0,2
Spis23738,70,27,135,82,51,40
Spis23739,0,2,5,0,0,0
Spis23740,63,33,214,70,46,55
Spis23741,0,0,0,0,0,0
Spis23742,3,4,97,7,14,31
Spis23743,0,0,0,0,1,0
Spis23744,3,7,12,4,3,1
Spis23745,32,12,66,27,18,20
Spis23746,54,44,103,65,27,32
Spis23747,146,106,235,204,88,65
Spis23748,35,25,84,40,16,26
Spis23749,7,5,15,7,8,9
Spis23750,4,9,11,5,3,3
Spis23751,0,0,1,0,0,0
Spis23752,1,0,0,2,1,0
Spis23753,4,0,8,5,4,4
Spis23754,21,18,59,32,25,30
Spis23755,34,37,155,56,27,48
Spis23756,17,11,52,20,11,16
Spis23757,191,117,390,276,203,144
Spis23758,1,0,2,4,1,2
Spis23759,159,126,337,285,172,139
Spis23760,92,49,227,105,41,78
Spis23761,56,21,155,55,26,62
Spis23762,0,0,0,0,1,0
Spis23763,0,0,3,0,0,0
Spis23764,15,15,69,22,13,25
Spis23765,41,26,62,25,13,25
Spis23766,35,9,53,32,24,26
Spis23767,12,13,53,17,12,20
Spis23768,11,10,28,28,8,17
Spis23769,2,0,3,1,1,2
Spis23770,15,15,50,17,7,23
Spis23771,1,3,5,1,0,5
Spis23772,139,64,249,157,71,93
Spis23773,88,50,164,88,61,61
Spis23774,5,6,12,8,3,8
Spis23775,158,107,418,191,91,157
Spis23776,2,1,6,5,0,3
Spis23777,6,11,31,14,9,10
Spis23778,37,38,84,61,37,38
Spis23779,0,0,0,5,0,1
Spis23780,30,20,68,28,29,35
Spis23781,14,6,40,17,8,12
Spis23782,224,214,1130,206,158,424
Spis23783,51,16,100,73,44,13
Spis23784,17,9,39,18,12,18
Spis23785,3,3,22,8,4,7
Spis23786,12,10,27,13,9,9
Spis23787,12,10,31,14,3,7
Spis23788,1,1,2,1,0,0
Spis23789,2,2,7,5,2,2
Spis23790,0,0,0,0,0,1
Spis23791,0,0,0,4,0,0
Spis23792,4,2,12,9,2,5
Spis23793,3,1,2,1,2,5
Spis23794,6,5,12,10,4,4
Spis23795,0,0,0,1,0,0
Spis23796,0,0,0,0,0,0
Spis23797,132,117,334,161,89,129
Spis23798,2,1,0,0,1,0
Spis23799,3,1,5,0,3,2
Spis23800,6,4,5,6,4,7
Spis23801,4,5,7,4,2,3
Spis23802,1,0,0,0,1,0
Spis23803,1,2,9,1,2,2
Spis23804,0,0,0,3,3,0
Spis23805,1,0,1,6,1,0
Spis23806,0,0,0,0,0,0
Spis23807,0,0,0,0,0,0
Spis23808,0,0,0,0,0,0
Spis23809,74,40,197,63,51,80
Spis23810,0,0,1,0,0,0
Spis23811,10,5,29,6,5,14
Spis23812,12,1,6,11,1,5
Spis23813,3,0,2,2,0,0
Spis23814,2,0,3,1,0,2
Spis23815,40,24,69,63,30,22
Spis23816,1,0,3,1,0,0
Spis23817,0,3,0,1,0,1
Spis23818,17,7,47,18,12,23
Spis23819,7,2,11,5,1,6
Spis23820,37,19,91,25,20,13
Spis23821,0,0,0,0,0,0
Spis23822,0,1,3,2,1,0
Spis23823,0,0,0,0,0,0
Spis23824,27,21,68,34,23,29
Spis23825,15,12,49,14,12,13
Spis23826,25,13,27,26,12,26
Spis23827,12,10,34,6,6,5
